michigan,12,David Dejulius,25,0,3.8,0.2,1.2,.200,0.2,0.6,.333,0.0,0.6,.067,0.0,0.2,.167,0.0,0.4,0.5,0.2,0.2,0.0,0.2,0.4,0.6,
michigan,13,Adrien Nunez,20,0,2.0,0.1,0.7,.077,0.0,0.0,,0.1,0.7,.077,0.0,0.0,,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.2,0.2,
michigan,14,Rico Ozuna-Harrison,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,
michigan,15,Luke Wilson,10,0,1.6,0.0,0.3,.000,0.0,0.1,.000,0.0,0.2,.000,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.0,
houston,1,Corey Davis Jr.,37,36,33.0,5.5,13.0,.420,2.5,5.0,.492,3.0,8.0,.375,3.1,3.5,.869,0.7,2.6,3.3,2.8,1.0,0.1,1.5,1.8,17.0,
houston,2,Armoni Brooks,37,36,30.7,4.6,11.5,.405,1.4,3.1,.443,3.3,8.4,.390,0.8,1.2,.630,1.1,5.2,6.3,0.9,0.8,0.3,0.9,1.6,13.4,
houston,3,Dejon Jarreau,30,0,18.0,3.0,6.4,.471,2.6,5.3,.494,0.4,1.1,.364,2.3,3.3,.694,0.3,3.4,3.8,3.3,0.6,0.5,2.1,2.3,8.7,
houston,4,Galen Robinson Jr.,37,37,29.9,2.8,6.3,.449,2.1,4.2,.500,0.8,2.2,.350,1.6,2.4,.667,0.5,2.6,3.1,4.9,1.3,0.1,1.7,1.4,8.0,
houston,5,Nate Hinton,37,1,19.2,2.4,5.9,.413,1.7,3.6,.459,0.8,2.2,.337,1.6,1.9,.857,1.1,3.3,4.4,1.2,1.0,0.1,0.9,1.5,7.2,
houston,6,Fabian White Jr.,32,21,18.4,2.5,5.4,.457,2.5,5.4,.459,0.0,0.0,.000,1.4,2.1,.672,1.9,2.1,4.0,0.7,0.4,0.6,1.0,2.8,6.3,
houston,7,Breaon Brady,37,36,13.9,2.5,4.3,.581,2.5,4.3,.581,0.0,0.0,,1.0,1.5,.632,1.5,2.5,4.0,0.4,0.5,0.6,1.0,3.2,6.0,
houston,8,Cedrick Alley Jr,37,16,18.0,1.5,4.4,.348,0.7,1.2,.556,0.8,3.1,.267,0.8,1.0,.763,1.0,2.0,2.9,0.7,0.5,0.2,0.7,1.2,4.6,
houston,9,Brison Gresham,37,1,13.7,1.5,2.1,.705,1.5,2.1,.705,0.0,0.0,,0.5,0.9,.514,1.7,1.8,3.5,0.4,0.3,1.3,1.0,2.8,3.5,
houston,10,Landon Goesling,17,1,6.3,0.5,2.3,.231,0.4,1.1,.368,0.1,1.2,.100,1.6,2.4,.700,0.1,0.5,0.6,0.4,0.2,0.0,0.4,0.5,2.8,
houston,11,Chris Harris,26,0,11.2,1.2,1.6,.732,1.2,1.6,.732,0.0,0.0,,0.2,1.1,.207,1.6,1.7,3.3,0.1,0.3,1.0,0.3,1.5,2.5,
houston,12,Caleb Broodo,8,0,1.5,0.1,0.3,.500,0.1,0.3,.500,0.0,0.0,,0.0,0.0,,0.3,0.6,0.9,0.0,0.0,0.0,0.1,0.0,0.3,
texas-tech,1,Jarrett Culver,38,38,32.5,6.7,14.5,.461,5.4,10.3,.526,1.3,4.2,.304,3.9,5.5,.707,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,
texas-tech,2,Davide Moretti,38,38,31.6,3.5,7.1,.498,1.6,2.9,.555,1.9,4.2,.459,2.6,2.8,.924,0.1,2.0,2.1,2.4,1.1,0.0,1.3,2.2,11.5,
texas-tech,3,Matt Mooney,38,38,31.0,4.1,9.6,.426,2.8,6.3,.448,1.3,3.3,.386,1.8,2.3,.782,0.2,2.9,3.1,3.3,1.8,0.1,2.5,1.9,11.3,
texas-tech,4,Tariq Owens,38,37,25.4,3.4,5.6,.611,3.2,4.7,.676,0.2,0.8,.250,1.7,2.2,.780,2.1,3.6,5.8,0.7,0.5,2.4,1.0,2.9,8.7,
texas-tech,5,Brandone Francis,38,1,24.1,2.3,6.3,.372,1.2,2.8,.421,1.2,3.5,.333,0.6,0.9,.667,0.3,2.1,2.4,1.4,0.8,0.2,0.9,2.1,6.5,
texas-tech,6,Kyler Edwards,38,0,17.8,1.9,4.5,.413,1.1,2.7,.388,0.8,1.8,.449,0.9,1.4,.660,0.3,2.0,2.2,1.1,0.6,0.2,0.9,1.5,5.5,
texas-tech,7,Deshawn Corprew,37,1,13.5,2.0,3.6,.560,1.5,2.3,.655,0.5,1.4,.400,0.4,0.6,.667,1.0,2.4,3.3,0.4,0.4,0.3,0.8,1.5,5.0,
texas-tech,8,Norense Odiase,37,37,17.4,1.5,2.6,.589,1.5,2.6,.589,0.0,0.0,,1.1,1.8,.636,1.7,3.6,5.4,0.3,0.4,0.9,0.8,2.4,4.2,
